id,name,type,test_type_codes,test_type_labels,job_family,job_levels,industry,remote_testing,adaptive_irt,duration_minutes,description,languages,url,use_cases,keywords
280,Human Resources (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,True,False,,Human Resources (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring Human Resources New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/human-resources-new/,Talent Acquisition,human resources (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | supervisor | human | resources | new
281,IBM DataStage (New),Individual Test,K,Knowledge & Skills,Business,Director | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,IBM DataStage (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for director VP vice president senior director strategic leader; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification director VP vice president senior director strategic leader graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring IBM DataStage New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,Talent Acquisition,ibm datastage (new) | knowledge & skills | business | director | graduate | manager | mid-professional | professional individual contributor | ibm | datastage | new
282,IBM Sterling Order Management System (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,IBM Sterling Order Management System (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring IBM Sterling Order Management System New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,Talent Acquisition,ibm sterling order management system (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | ibm | sterling | order | management | system | new
283,Industrial Engineering (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,Manufacturing,True,False,,Industrial Engineering (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles within Manufacturing. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring manufacturing sector assessment Industrial Engineering New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,Talent Acquisition,industrial engineering (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | manufacturing | industrial | engineering | new
284,Informatica (Architecture) (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Informatica (Architecture) (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring Informatica Architecture New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,Talent Acquisition,informatica (architecture) (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | informatica | architecture | new
285,Informatica (Developer) (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Informatica (Developer) (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring Informatica Developer New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/informatica-developer-new/,Talent Acquisition,informatica (developer) (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | informatica | developer | new
286,Instrumentation Engineering (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Instrumentation Engineering (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring Instrumentation Engineering New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,Talent Acquisition,instrumentation engineering (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | instrumentation | engineering | new
287,Interpersonal Communications,Individual Test,K,Knowledge & Skills,Business,Entry-Level | Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Interpersonal Communications is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; front line manager people manager direct reports shift manager line manager; graduate university college degree early career campus hire new graduate trainee in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification entry level junior no experience fresh hire school leaver first job new joiner front line manager people manager direct reports shift manager line manager graduate university college degree early career campus hire new graduate trainee business professional assessment screening evaluation hiring Interpersonal Communications,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/interpersonal-communications/,Talent Acquisition,interpersonal communications | knowledge & skills | business | entry-level | front line manager | graduate | manager | mid-professional | professional individual contributor | interpersonal | communications
288,Interviewing and Hiring Concepts (U.S.),Individual Test,K,Knowledge & Skills,Business,Front Line Manager | Graduate | Manager,,True,False,,Interviewing and Hiring Concepts (U.S.) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for front line manager people manager direct reports shift manager line manager; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification front line manager people manager direct reports shift manager line manager graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring Interviewing and Hiring Concepts,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,Talent Acquisition,interviewing and hiring concepts (u.s.) | knowledge & skills | business | front line manager | graduate | manager | interviewing | and | hiring | concepts
289,iOS Development (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,iOS Development (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring iOS Development New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/ios-development-new/,Talent Acquisition,ios development (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | ios | development | new
290,ITIL (IT Infrastructure Library) (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,True,False,,ITIL (IT Infrastructure Library) (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring ITIL Infrastructure Library New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,Talent Acquisition,itil (it infrastructure library) (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | supervisor | itil | infrastructure | library | new
291,Java 2 Platform Enterprise Edition 1.4 Fundamental,Individual Test,K,Knowledge & Skills,Information Technology,Entry-Level | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Java 2 Platform Enterprise Edition 1.4 Fundamental is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in information technology roles. Used for hiring screening selection evaluation recruitment. Java JVM Spring Boot Hibernate Maven Gradle object oriented enterprise backend software engineer knowledge skills test technical expertise subject matter proficiency domain knowledge certification entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior information technology professional assessment screening evaluation hiring Java Platform Enterprise Edition Fundamental,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,Talent Acquisition,java 2 platform enterprise edition 1.4 fundamental | knowledge & skills | information technology | entry-level | graduate | manager | mid-professional | professional individual contributor | java | platform | enterprise | edition | fundamental
292,Java 8 (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Java 8 (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. Java JVM Spring Boot Hibernate Maven Gradle object oriented enterprise backend software engineer Java 8 lambda streams functional interface optional datetime API modern Java features knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring Java New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-8-new/,Talent Acquisition,java 8 (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | java | new
293,Java Design Patterns (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Java Design Patterns (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. Java JVM Spring Boot Hibernate Maven Gradle object oriented enterprise backend software engineer Java design patterns Gang of Four singleton factory observer MVC architectural patterns knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring Java Design Patterns New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,Talent Acquisition,java design patterns (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | java | design | patterns | new
294,Java Frameworks (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Java Frameworks (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. Java JVM Spring Boot Hibernate Maven Gradle object oriented enterprise backend software engineer Java frameworks Spring Hibernate Struts JSF PrimeFaces Maven enterprise development knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring Java Frameworks New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,Talent Acquisition,java frameworks (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | java | frameworks | new
295,Java Platform Enterprise Edition 7 (Java EE 7),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Java Platform Enterprise Edition 7 (Java EE 7) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. Java JVM Spring Boot Hibernate Maven Gradle object oriented enterprise backend software engineer Java Platform Enterprise Edition JEE specifications web services components architecture knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring Java Platform Enterprise Edition Java,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,Talent Acquisition,java platform enterprise edition 7 (java ee 7) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | java | platform | enterprise | edition
296,Java Web Services (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Java Web Services (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. Java JVM Spring Boot Hibernate Maven Gradle object oriented enterprise backend software engineer knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring Java Web Services New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-web-services-new/,Talent Acquisition,java web services (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | java | web | services | new
297,JavaScript (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,JavaScript (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. JavaScript JS TypeScript Node React Angular Vue frontend web browser DOM scripting knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring JavaScript New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/javascript-new/,Talent Acquisition,javascript (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | javascript | new
298,Jenkins (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Jenkins (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. Jenkins CI CD continuous integration deployment pipeline build automation DevOps knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring Jenkins New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/jenkins-new/,Talent Acquisition,jenkins (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | jenkins | new
299,Job Control Language (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Job Control Language (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring Job Control Language New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/job-control-language-new/,Talent Acquisition,job control language (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | job | control | language | new
300,jQuery (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,jQuery (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring jQuery New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/jquery-new/,Talent Acquisition,jquery (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | jquery | new
301,Kubernetes (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Kubernetes (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring Kubernetes New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/kubernetes-new/,Talent Acquisition,kubernetes (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | kubernetes | new
302,Linux Administration (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Linux Administration (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. Linux Unix shell bash scripting system administration server management DevOps SRE knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring Linux Administration New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/linux-administration-new/,Talent Acquisition,linux administration (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | linux | administration | new
303,Linux Operating System,Individual Test,K,Knowledge & Skills,Information Technology,Entry-Level | General Population | Graduate | Manager | Professional Individual Contributor,,True,False,,Linux Operating System is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; all levels general broad range mixed experience any background; graduate university college degree early career campus hire new graduate trainee in information technology roles. Used for hiring screening selection evaluation recruitment. Linux Unix shell bash scripting system administration server management DevOps SRE knowledge skills test technical expertise subject matter proficiency domain knowledge certification entry level junior no experience fresh hire school leaver first job new joiner all levels general broad range mixed experience any background graduate university college degree early career campus hire new graduate trainee information technology professional assessment screening evaluation hiring Linux Operating System,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/linux-operating-system/,Talent Acquisition,linux operating system | knowledge & skills | information technology | entry-level | general population | graduate | manager | professional individual contributor | linux | operating | system
304,Linux Programming (General),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Linux Programming (General) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. Linux Unix shell bash scripting system administration server management DevOps SRE knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring Linux Programming General,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/linux-programming-general/,Talent Acquisition,linux programming (general) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | linux | programming | general
305,Load Runner (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Load Runner (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring Load Runner New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/load-runner-new/,Talent Acquisition,load runner (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | load | runner | new
306,Management Scenarios,Individual Test,B,Biodata & Situational Judgement,Information Technology,Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Management Scenarios is an SHL assessment measuring biodata situational judgement SJT workplace scenarios behavioral decision making judgment realistic situations. Suitable for front line manager people manager direct reports shift manager line manager; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in information technology roles. Used for hiring screening selection evaluation recruitment. biodata situational judgement SJT workplace scenarios behavioral decision making judgment realistic situations front line manager people manager direct reports shift manager line manager graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior information technology professional assessment screening evaluation hiring Management Scenarios,English International | Arabic | Japanese | Korean | Italian | English (South Africa),https://www.shl.com/products/product-catalog/view/management-scenarios/,Talent Acquisition,management scenarios | biodata & situational judgement | information technology | front line manager | graduate | manager | mid-professional | professional individual contributor | management | scenarios
307,Managerial Scenarios Candidate Report,Individual Test,B,Biodata & Situational Judgement,Information Technology,Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Managerial Scenarios Candidate Report is an SHL assessment measuring biodata situational judgement SJT workplace scenarios behavioral decision making judgment realistic situations. Suitable for front line manager people manager direct reports shift manager line manager; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in information technology roles. Used for hiring screening selection evaluation recruitment. biodata situational judgement SJT workplace scenarios behavioral decision making judgment realistic situations front line manager people manager direct reports shift manager line manager graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior information technology professional assessment screening evaluation hiring Managerial Scenarios Candidate Report,English International | German | Japanese | Russian | Turkish | Romanian | English (South Africa),https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/,Talent Acquisition,managerial scenarios candidate report | biodata & situational judgement | information technology | front line manager | graduate | manager | mid-professional | professional individual contributor | managerial | scenarios | candidate | report
308,Managerial Scenarios Narrative Report,Individual Test,B,Biodata & Situational Judgement,Information Technology,Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Managerial Scenarios Narrative Report is an SHL assessment measuring biodata situational judgement SJT workplace scenarios behavioral decision making judgment realistic situations. Suitable for front line manager people manager direct reports shift manager line manager; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in information technology roles. Used for hiring screening selection evaluation recruitment. biodata situational judgement SJT workplace scenarios behavioral decision making judgment realistic situations front line manager people manager direct reports shift manager line manager graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior information technology professional assessment screening evaluation hiring Managerial Scenarios Narrative Report,English International | German | Japanese | Russian | Italian | Turkish | Romanian | English (South Africa),https://www.shl.com/products/product-catalog/view/managerial-scenarios-narrative-report/,Talent Acquisition,managerial scenarios narrative report | biodata & situational judgement | information technology | front line manager | graduate | manager | mid-professional | professional individual contributor | managerial | scenarios | narrative | report
309,Managerial Scenarios Profile Report,Individual Test,B,Biodata & Situational Judgement,Information Technology,Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Managerial Scenarios Profile Report is an SHL assessment measuring biodata situational judgement SJT workplace scenarios behavioral decision making judgment realistic situations. Suitable for front line manager people manager direct reports shift manager line manager; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in information technology roles. Used for hiring screening selection evaluation recruitment. biodata situational judgement SJT workplace scenarios behavioral decision making judgment realistic situations front line manager people manager direct reports shift manager line manager graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior information technology professional assessment screening evaluation hiring Managerial Scenarios Profile Report,English International | German | Japanese | Russian | Italian | Turkish | Romanian | English (South Africa),https://www.shl.com/products/product-catalog/view/managerial-scenarios-profile-report/,Talent Acquisition,managerial scenarios profile report | biodata & situational judgement | information technology | front line manager | graduate | manager | mid-professional | professional individual contributor | managerial | scenarios | profile | report
