id,name,type,test_type_codes,test_type_labels,job_family,job_levels,industry,remote_testing,adaptive_irt,duration_minutes,description,languages,url,use_cases,keywords,job_family_id,job_level_ids,sub_industry_ids,skill_ids,cognitive_domain_ids,ucf_competency_cluster_ids,delivery_proctoring_id,delivery_bandwidth_id,delivery_device_ids,accessibility_flags,confidence_score,confidence_band,schema_version,effective_from,valid_until,lifecycle_status,gdpr_compliant,bias_audit_required,right_to_explanation
269,Graduate Scenarios,Individual Test,B,Biodata & Situational Judgement,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Graduate Scenarios is an individual SHL assessment measuring Biodata & Situational Judgement. Suitable for Graduate, Manager candidates in Information Technology roles.",English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/graduate-scenarios/,Talent Acquisition,graduate scenarios | biodata & situational judgement | information technology | graduate | scenarios,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_CRT_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
270,Graduate Scenarios Narrative Report,Individual Test,B,Biodata & Situational Judgement,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Graduate Scenarios Narrative Report is an individual SHL assessment measuring Biodata & Situational Judgement. Suitable for Graduate, Manager candidates in Information Technology roles.",English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,Talent Acquisition,graduate scenarios narrative report | biodata & situational judgement | information technology | graduate | scenarios | narrative | report,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_CRT_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
271,Graduate Scenarios Profile Report,Individual Test,B,Biodata & Situational Judgement,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Graduate Scenarios Profile Report is an individual SHL assessment measuring Biodata & Situational Judgement. Suitable for Graduate, Manager candidates in Information Technology roles.",English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/,Talent Acquisition,graduate scenarios profile report | biodata & situational judgement | information technology | graduate | scenarios | profile | report,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_CRT_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
272,Hibernate (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Hibernate (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/hibernate-new/,Talent Acquisition,hibernate (new) | knowledge & skills | business | hibernate,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
273,HIPAA (Security),Individual Test,K,Knowledge & Skills,Healthcare,Front Line Manager | Graduate | Manager,Healthcare,True,False,,"HIPAA (Security) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Front Line Manager, Graduate candidates in Healthcare roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/hipaa-security/,Talent Acquisition,hipaa (security) | knowledge & skills | healthcare | hipaa | security,JF_HC_001,JL_FLM_001|JL_GRD_001|JL_MGR_001,IND_HLT_HOS_001|IND_HLT_PHA_001,SKL_SOFT_EMP_001|SKL_SOFT_COM_001|SKL_SOFT_CRT_001|SKL_BUS_RSK_001,COG_LRN_001|COG_SPD_001,CL_SC_001|CL_AI_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
274,HiPo Assessment Report 1.0,Individual Test,"C,P",Competencies | Personality & Behavior,Business,Graduate | Manager,,True,False,,"HiPo Assessment Report 1.0 is an individual SHL assessment measuring Competencies and Personality & Behavior. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | English International | French | German | Spanish | Dutch | Chinese Simplified | Japanese | Portuguese | Portuguese (Brazil) | Italian | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,Talent Acquisition | Succession Planning,hipo assessment report 1.0 | competencies | personality & behavior | business | hipo | assessment | report,JF_BUS_001,JL_GRD_001|JL_MGR_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_CRT_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
275,HiPo Assessment Report 2.0,Individual Test,"C,P",Competencies | Personality & Behavior,Business,Graduate | Manager,,True,False,,"HiPo Assessment Report 2.0 is an individual SHL assessment measuring Competencies and Personality & Behavior. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | English International | French | German | Spanish | Chinese Simplified | Japanese | Italian | Thai | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,Talent Acquisition | Succession Planning,hipo assessment report 2.0 | competencies | personality & behavior | business | hipo | assessment | report,JF_BUS_001,JL_GRD_001|JL_MGR_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_CRT_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
276,HiPo Unlocking Potential Report 2.0,Individual Test,C,Competencies,Business,Graduate | Manager,,False,False,,"HiPo Unlocking Potential Report 2.0 is an individual SHL assessment measuring Competencies. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | English International | French | German | Spanish | Japanese | Italian | Thai | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,Talent Acquisition | Succession Planning,hipo unlocking potential report 2.0 | competencies | business | hipo | unlocking | potential | report,JF_BUS_001,JL_GRD_001|JL_MGR_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_CRT_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_CTR_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
277,Housekeeping (New),Individual Test,K,Knowledge & Skills,Business,Entry-Level | Front Line Manager | Graduate | Manager | Supervisor,,True,False,,"Housekeeping (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Entry-Level, Front Line Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/housekeeping-new/,Talent Acquisition,housekeeping (new) | knowledge & skills | business | housekeeping,JF_BUS_001,JL_ENT_001|JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_SUP_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
278,HTML/CSS (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"HTML/CSS (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/htmlcss-new/,Talent Acquisition,html/css (new) | knowledge & skills | information technology | html,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
279,HTML5 (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"HTML5 (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/html5-new/,Talent Acquisition,html5 (new) | knowledge & skills | information technology | html5,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
280,Human Resources (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,True,False,,"Human Resources (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/human-resources-new/,Talent Acquisition,human resources (new) | knowledge & skills | business | human | resources,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001|JL_SUP_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
281,IBM DataStage (New),Individual Test,K,Knowledge & Skills,Business,Director | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"IBM DataStage (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Director, Graduate candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,Talent Acquisition,ibm datastage (new) | knowledge & skills | business | datastage,JF_BUS_001,JL_DIR_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
282,IBM Sterling Order Management System (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"IBM Sterling Order Management System (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,Talent Acquisition,ibm sterling order management system (new) | knowledge & skills | business | sterling | order | management | system,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
283,Industrial Engineering (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,Manufacturing,True,False,,"Industrial Engineering (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,Talent Acquisition,industrial engineering (new) | knowledge & skills | business | industrial | engineering,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,IND_MFG_AUT_001|IND_MFG_IND_001,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
284,Informatica (Architecture) (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Informatica (Architecture) (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,Talent Acquisition,informatica (architecture) (new) | knowledge & skills | business | informatica | architecture,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
285,Informatica (Developer) (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Informatica (Developer) (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/informatica-developer-new/,Talent Acquisition,informatica (developer) (new) | knowledge & skills | business | informatica | developer,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
286,Instrumentation Engineering (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Instrumentation Engineering (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,Talent Acquisition,instrumentation engineering (new) | knowledge & skills | business | instrumentation | engineering,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
287,Interpersonal Communications,Individual Test,K,Knowledge & Skills,Business,Entry-Level | Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Interpersonal Communications is an individual SHL assessment measuring Knowledge & Skills. Suitable for Entry-Level, Front Line Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/interpersonal-communications/,Talent Acquisition,interpersonal communications | knowledge & skills | business | interpersonal | communications,JF_BUS_001,JL_ENT_001|JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
288,Interviewing and Hiring Concepts (U.S.),Individual Test,K,Knowledge & Skills,Business,Front Line Manager | Graduate | Manager,,True,False,,"Interviewing and Hiring Concepts (U.S.) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Front Line Manager, Graduate candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,Talent Acquisition,interviewing and hiring concepts (u.s.) | knowledge & skills | business | interviewing | hiring | concepts | u.s.,JF_BUS_001,JL_FLM_001|JL_GRD_001|JL_MGR_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
289,iOS Development (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"iOS Development (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/ios-development-new/,Talent Acquisition | Talent Management,ios development (new) | knowledge & skills | information technology | development,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
290,ITIL (IT Infrastructure Library) (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,True,False,,"ITIL (IT Infrastructure Library) (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,Talent Acquisition,itil (it infrastructure library) (new) | knowledge & skills | information technology | itil | infrastructure | library,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001|JL_SUP_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
291,Java 2 Platform Enterprise Edition 1.4 Fundamental,Individual Test,K,Knowledge & Skills,Information Technology,Entry-Level | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Java 2 Platform Enterprise Edition 1.4 Fundamental is an individual SHL assessment measuring Knowledge & Skills. Suitable for Entry-Level, Graduate candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,Talent Acquisition,java 2 platform enterprise edition 1.4 fundamental | knowledge & skills | information technology | java | platform | enterprise | edition | fundamental,JF_IT_001,JL_ENT_001|JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
292,Java 8 (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Java 8 (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-8-new/,Talent Acquisition,java 8 (new) | knowledge & skills | information technology | java,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
293,Java Design Patterns (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Java Design Patterns (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,Talent Acquisition,java design patterns (new) | knowledge & skills | information technology | java | design | patterns,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
294,Java Frameworks (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Java Frameworks (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,Talent Acquisition,java frameworks (new) | knowledge & skills | information technology | java | frameworks,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
295,Java Platform Enterprise Edition 7 (Java EE 7),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Java Platform Enterprise Edition 7 (Java EE 7) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,Talent Acquisition,java platform enterprise edition 7 (java ee 7) | knowledge & skills | information technology | java | platform | enterprise | edition,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
296,Java Web Services (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Java Web Services (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/java-web-services-new/,Talent Acquisition,java web services (new) | knowledge & skills | information technology | java | services,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
297,JavaScript (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"JavaScript (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/javascript-new/,Talent Acquisition,javascript (new) | knowledge & skills | information technology | javascript,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
